epoch,accuracy,dice_coef,loss,lr,val_accuracy,val_dice_coef,val_loss
0,0.8844170570373535,0.17280960083007812,0.8271902799606323,1e-04,0.6905430555343628,0.013951255939900875,0.9860371351242065
1,0.9780275225639343,0.3325139880180359,0.6674858331680298,1e-04,0.656845211982727,0.010356789454817772,0.9894902110099792
2,0.9844501614570618,0.43228602409362793,0.5677139759063721,1e-04,0.8917210102081299,0.010633052326738834,0.9892484545707703
3,0.9876194000244141,0.5159430503845215,0.48405691981315613,1e-04,0.9607453942298889,0.27788129448890686,0.724276602268219
4,0.9894117116928101,0.5862029194831848,0.41379687190055847,1e-04,0.9862770438194275,0.4770399332046509,0.5191436409950256
5,0.9905593991279602,0.6403607130050659,0.35963937640190125,1e-04,0.9817297458648682,0.5342938899993896,0.4676963984966278
6,0.991502583026886,0.6845300197601318,0.3154700994491577,1e-04,0.9887089133262634,0.6028438806533813,0.39795979857444763
7,0.9920202493667603,0.7165112495422363,0.2834887206554413,1e-04,0.9898626804351807,0.6342277526855469,0.36206749081611633
8,0.99191814661026,0.7224332094192505,0.2775666117668152,1e-04,0.989616334438324,0.6730307936668396,0.32448911666870117
9,0.9927161335945129,0.755263090133667,0.2447369396686554,1e-04,0.9911698698997498,0.7133006453514099,0.2843140661716461
10,0.9932634234428406,0.7766043543815613,0.2233954668045044,1e-04,0.9905279874801636,0.6870458126068115,0.31210827827453613
11,0.9937546253204346,0.7979766726493835,0.20202337205410004,1e-04,0.9920302033424377,0.7339449524879456,0.26179561018943787
12,0.9942193031311035,0.8158378005027771,0.18416237831115723,1e-04,0.9917420744895935,0.7306462526321411,0.26267507672309875
13,0.9944332838058472,0.82668137550354,0.17331857979297638,1e-04,0.991936981678009,0.7281067371368408,0.26760339736938477
14,0.994778037071228,0.8401123881340027,0.15988776087760925,1e-04,0.9882710576057434,0.5376235842704773,0.456323504447937
15,0.9948768019676208,0.8465026617050171,0.1534971296787262,1e-04,0.991823673248291,0.7558666467666626,0.24338839948177338
16,0.9952335953712463,0.8588494062423706,0.14115026593208313,1e-04,0.9926199316978455,0.7563470602035522,0.23662517964839935
17,0.9952871203422546,0.8626280426979065,0.13737191259860992,1e-04,0.9919953346252441,0.7344250082969666,0.2583688497543335
18,0.9951728582382202,0.8608158230781555,0.13918407261371613,1e-04,0.9919878244400024,0.7735628485679626,0.2267874926328659
19,0.9955209493637085,0.8727251291275024,0.127274751663208,1e-04,0.9919719099998474,0.7493337988853455,0.24955293536186218
20,0.9954888224601746,0.8730568289756775,0.12694315612316132,1e-04,0.9928451180458069,0.7759612798690796,0.21646510064601898
21,0.9959054589271545,0.886629581451416,0.11337051540613174,1e-04,0.992680549621582,0.7833309769630432,0.21417240798473358
22,0.9961196780204773,0.8942133784294128,0.1057867631316185,1e-04,0.991424560546875,0.7394843101501465,0.25930702686309814
23,0.9961518049240112,0.8961561918258667,0.10384394973516464,1e-04,0.9927326440811157,0.794448971748352,0.20538859069347382
24,0.9961714744567871,0.897458016872406,0.10254178941249847,1e-04,0.9904364347457886,0.7496637105941772,0.2490927278995514
25,0.996192455291748,0.8983952403068542,0.1016046404838562,1e-04,0.9923869371414185,0.7808622121810913,0.21738456189632416
26,0.9964202046394348,0.9059710502624512,0.09402871131896973,1e-04,0.9931889772415161,0.8028163909912109,0.19469676911830902
27,0.9965677261352539,0.9107794761657715,0.08922048658132553,1e-04,0.9933603405952454,0.8130718469619751,0.18554730713367462
28,0.9967004060745239,0.9154762625694275,0.08452381938695908,1e-04,0.9932082295417786,0.8062579035758972,0.19234561920166016
29,0.9968244433403015,0.9195181727409363,0.08048183470964432,1e-04,0.9932883381843567,0.8089649677276611,0.18913070857524872
30,0.9969049096107483,0.9222748875617981,0.07772506773471832,1e-04,0.993299126625061,0.8033522963523865,0.19517943263053894
31,0.996929943561554,0.9229981899261475,0.07700172811746597,1e-04,0.992542028427124,0.8049694299697876,0.1970062255859375
32,0.9965079426765442,0.9104929566383362,0.08950676769018173,1e-04,0.992035984992981,0.7821200489997864,0.21279844641685486
33,0.9968186020851135,0.9205905199050903,0.07940949499607086,1e-05,0.9934544563293457,0.8064432144165039,0.18883737921714783
34,0.997138500213623,0.93006432056427,0.06993541866540909,1e-05,0.99349045753479,0.8061065673828125,0.18900038301944733
35,0.9972643852233887,0.9337986707687378,0.06620138138532639,1e-05,0.9935368299484253,0.810662567615509,0.18729306757450104
36,0.997344434261322,0.9362581968307495,0.06374173611402512,1e-05,0.9935458302497864,0.8098624348640442,0.18774347007274628
37,0.9974109530448914,0.9382948875427246,0.061705078929662704,1e-05,0.9935387372970581,0.8094758987426758,0.18789410591125488
