epoch,accuracy,loss,val_accuracy,val_loss
0,0.7036064267158508,0.774591863155365,0.6109839677810669,1.0167516469955444
1,0.8077731132507324,0.5054785013198853,0.7025171518325806,0.97616046667099
2,0.8529411554336548,0.3970280885696411,0.6064073443412781,0.879082202911377
3,0.8707982897758484,0.34625881910324097,0.642257809638977,1.3204118013381958
4,0.8883053064346313,0.2963838577270508,0.6643783450126648,1.2537126541137695
5,0.9052870869636536,0.2641548216342926,0.8581235408782959,0.3725598156452179
6,0.9150910377502441,0.23998387157917023,0.889397382736206,0.3224250078201294
7,0.9304971694946289,0.1970750242471695,0.889397382736206,0.30149948596954346
8,0.9222689270973206,0.20955495536327362,0.889397382736206,0.3074566125869751
9,0.9343487620353699,0.18722613155841827,0.9267734289169312,0.21116118133068085
10,0.9360994100570679,0.16964085400104523,0.8611747026443481,0.38737064599990845
11,0.9445028305053711,0.1557338833808899,0.5331807732582092,1.6899911165237427
12,0.9502801299095154,0.14170438051223755,0.9038901329040527,0.25622808933258057
13,0.9488795399665833,0.1437549591064453,0.782608687877655,0.6971422433853149
14,0.955007016658783,0.12285882234573364,0.95652174949646,0.13529174029827118
15,0.9576330780982971,0.10954835265874863,0.8405796885490417,0.4773723781108856
16,0.9628851413726807,0.10388067364692688,0.9389778971672058,0.1670088917016983
17,0.9571078419685364,0.11386694759130478,0.9641494750976562,0.10616064816713333
18,0.9641106724739075,0.09975738823413849,0.9267734289169312,0.19193735718727112
19,0.9707633256912231,0.0804993137717247,0.9298245906829834,0.22499634325504303
20,0.97496497631073,0.07557938992977142,0.9336384534835815,0.20168106257915497
21,0.970588207244873,0.08659589290618896,0.966437816619873,0.12631593644618988
22,0.9695377945899963,0.07873835414648056,0.9481312036514282,0.14696039259433746
23,0.9697129130363464,0.08984928578138351,0.9275362491607666,0.1672094166278839
24,0.9742646813392639,0.0764397606253624,0.9344012141227722,0.18445143103599548
25,0.9747899174690247,0.06969337910413742,0.9672006368637085,0.10059044510126114
26,0.9784663915634155,0.06153801828622818,0.9755911231040955,0.0767144188284874
27,0.9823179244995117,0.04977451637387276,0.9656750559806824,0.0998406782746315
28,0.9758403301239014,0.06901100277900696,0.9763539433479309,0.0734960213303566
29,0.9796918630599976,0.05791214108467102,0.9679633975028992,0.08504381775856018
30,0.9788165092468262,0.061515770852565765,0.9511823058128357,0.1401105374097824
31,0.9768907427787781,0.06017759069800377,0.9672006368637085,0.10345450788736343
32,0.9814425706863403,0.05341596528887749,0.980167806148529,0.06912970542907715
33,0.9793417453765869,0.056411340832710266,0.8863462805747986,0.3286776542663574
34,0.9798669219017029,0.05535361170768738,0.9153317809104919,0.24055011570453644
35,0.9831932783126831,0.04912468418478966,0.9412662386894226,0.15892404317855835
36,0.9816176295280457,0.04974641278386116,0.9321128726005554,0.21655669808387756
37,0.9830182194709778,0.047335535287857056,0.9351639747619629,0.17957532405853271
38,0.9830182194709778,0.04778251796960831,0.8993135094642639,0.4020715355873108
39,0.9842436909675598,0.049077682197093964,0.9244851469993591,0.25185418128967285
40,0.986869752407074,0.04027126356959343,0.9717772603034973,0.07937388867139816
41,0.9838935732841492,0.04371557757258415,0.9351639747619629,0.23129041492938995
42,0.9847689270973206,0.04746570065617561,0.9832189083099365,0.05297331139445305
43,0.9884454011917114,0.03902639448642731,0.980167806148529,0.061634212732315063
44,0.9796918630599976,0.0526062473654747,0.9603356122970581,0.1251799464225769
45,0.9844187498092651,0.04639832675457001,0.9633867144584656,0.1153600737452507
46,0.981792688369751,0.05447583273053169,0.9557589888572693,0.14514020085334778
47,0.9863445162773132,0.03680454194545746,0.9778794646263123,0.07658838480710983
48,0.988095223903656,0.03426598757505417,0.8901602029800415,0.29264768958091736
49,0.9879201650619507,0.03377356752753258,0.9473684430122375,0.1607666164636612
50,0.9866946935653687,0.04257825016975403,0.9847444891929626,0.04262421652674675
51,0.9884454011917114,0.03954293951392174,0.9580472707748413,0.11693360656499863
52,0.9898459315299988,0.02805771492421627,0.9839816689491272,0.052316032350063324
53,0.988095223903656,0.03717496618628502,0.9588100910186768,0.11943519860506058
54,0.9856442809104919,0.044379822909832,0.9794050455093384,0.06351679563522339
55,0.9879201650619507,0.03955988213419914,0.9900839328765869,0.04526412859559059
56,0.9872198700904846,0.03535192832350731,0.9763539433479309,0.06775850057601929
57,0.9884454011917114,0.03714829310774803,0.9557589888572693,0.14876879751682281
58,0.9891456365585327,0.032969970256090164,0.942791759967804,0.16643239557743073
59,0.9905462265014648,0.030003024265170097,0.9687261581420898,0.12913647294044495
60,0.9903711676597595,0.02508765272796154,0.9450801014900208,0.19431214034557343
61,0.9924719929695129,0.021706460043787956,0.9672006368637085,0.12507545948028564
62,0.9905462265014648,0.027492260560393333,0.9748283624649048,0.07843998819589615
63,0.9865196347236633,0.03393830731511116,0.980167806148529,0.07012928277254105
64,0.9835433959960938,0.04825836792588234,0.9710144996643066,0.10230699181556702
65,0.9903711676597595,0.027495576068758965,0.9794050455093384,0.04371147230267525
66,0.9938725233078003,0.018403494730591774,0.9733028411865234,0.08826405555009842
67,0.9889705777168274,0.03518182411789894,0.9839816689491272,0.05270497500896454
68,0.9912465214729309,0.024984603747725487,0.9786422848701477,0.06428486853837967
69,0.9924719929695129,0.023572970181703568,0.9847444891929626,0.054304737597703934
70,0.9915966391563416,0.025405459105968475,0.9603356122970581,0.15470536053180695
